imp_id,site_domain,ad_size,geo,hour,device_type,user_segment,deal_id,buyer_id,bidfloor,deal_type,past_win_rate,label
imp_252,news.com,300x250,IN,21,mobile,sports_enthusiast,deal_76,buyer_10,0.29,preferred,0.25,0
imp_253,news.com,728x90,DE,17,desktop,news_junkie,deal_1,buyer_1,1.2,preferred,0.52,0
imp_254,news.com,160x600,UK,13,desktop,sports_enthusiast,deal_55,buyer_10,0.58,private_auction,0.56,0
imp_255,fashionhub.com,728x90,CA,13,tablet,tech_savvy,deal_48,buyer_9,1.15,private_auction,0.99,1
imp_256,fashionhub.com,728x90,CA,21,mobile,fashion_lover,deal_90,buyer_3,0.29,private_auction,0.79,0
imp_256,fashionhub.com,728x90,CA,21,mobile,fashion_lover,deal_79,buyer_1,0.41,preferred,0.8,0
imp_257,sportsdaily.com,160x600,IN,2,mobile,news_junkie,deal_48,buyer_2,1.26,private_auction,0.93,1
imp_258,fashionhub.com,160x600,UK,22,tablet,sports_enthusiast,deal_82,buyer_8,0.93,preferred,0.85,0
imp_259,fashionhub.com,728x90,CA,1,tablet,fashion_lover,deal_22,buyer_1,0.78,preferred,0.98,1
imp_259,fashionhub.com,728x90,CA,1,tablet,fashion_lover,deal_36,buyer_7,0.77,private_auction,0.41,1
imp_259,fashionhub.com,728x90,CA,1,tablet,fashion_lover,deal_2,buyer_2,1.85,private_auction,0.73,0
imp_260,fashionhub.com,728x90,UK,8,mobile,fashion_lover,deal_52,buyer_10,0.11,preferred,0.41,1
imp_260,fashionhub.com,728x90,UK,8,mobile,fashion_lover,deal_10,buyer_9,0.66,preferred,0.8,0
imp_261,fashionhub.com,160x600,UK,22,desktop,tech_savvy,deal_62,buyer_4,1.54,private_auction,0.68,0
imp_261,fashionhub.com,160x600,UK,22,desktop,tech_savvy,deal_4,buyer_8,0.32,preferred,0.38,0
imp_261,fashionhub.com,160x600,UK,22,desktop,tech_savvy,deal_29,buyer_4,1.62,private_auction,0.96,1
imp_262,news.com,160x600,UK,7,desktop,sports_enthusiast,deal_87,buyer_6,0.24,preferred,0.48,0
imp_262,news.com,160x600,UK,7,desktop,sports_enthusiast,deal_74,buyer_5,0.45,preferred,0.5,1
imp_263,fashionhub.com,300x250,UK,6,mobile,fashion_lover,deal_80,buyer_6,0.4,preferred,0.12,1
imp_264,fashionhub.com,728x90,DE,0,tablet,sports_enthusiast,deal_48,buyer_10,0.7,private_auction,0.49,0
imp_264,fashionhub.com,728x90,DE,0,tablet,sports_enthusiast,deal_66,buyer_5,0.86,preferred,0.05,0
imp_265,sportsdaily.com,160x600,US,16,desktop,tech_savvy,deal_100,buyer_3,0.97,preferred,0.7,1
imp_265,sportsdaily.com,160x600,US,16,desktop,tech_savvy,deal_89,buyer_1,0.12,preferred,0.38,1
imp_265,sportsdaily.com,160x600,US,16,desktop,tech_savvy,deal_47,buyer_10,1.74,preferred,0.55,1
imp_266,sportsdaily.com,160x600,UK,11,mobile,tech_savvy,deal_27,buyer_7,1.43,private_auction,0.37,0
imp_266,sportsdaily.com,160x600,UK,11,mobile,tech_savvy,deal_58,buyer_3,1.19,preferred,0.81,0
imp_267,news.com,160x600,IN,12,mobile,fashion_lover,deal_20,buyer_8,1.63,preferred,0.42,1
imp_267,news.com,160x600,IN,12,mobile,fashion_lover,deal_81,buyer_9,1.11,private_auction,0.79,1
imp_267,news.com,160x600,IN,12,mobile,fashion_lover,deal_72,buyer_10,0.19,preferred,0.69,1
imp_268,sportsdaily.com,728x90,US,14,tablet,news_junkie,deal_47,buyer_6,1.16,private_auction,0.34,0
imp_268,sportsdaily.com,728x90,US,14,tablet,news_junkie,deal_45,buyer_10,0.48,preferred,0.98,1
imp_269,sportsdaily.com,160x600,DE,15,tablet,tech_savvy,deal_49,buyer_10,0.64,preferred,0.87,0
imp_270,sportsdaily.com,728x90,DE,18,desktop,sports_enthusiast,deal_21,buyer_6,0.53,private_auction,0.65,0
imp_271,fashionhub.com,160x600,IN,8,desktop,news_junkie,deal_76,buyer_9,1.93,private_auction,0.17,0
imp_271,fashionhub.com,160x600,IN,8,desktop,news_junkie,deal_17,buyer_4,1.36,preferred,0.21,0
imp_271,fashionhub.com,160x600,IN,8,desktop,news_junkie,deal_13,buyer_2,1.88,private_auction,0.55,1
imp_272,sportsdaily.com,160x600,US,3,desktop,fashion_lover,deal_84,buyer_7,0.69,preferred,0.74,1
imp_273,news.com,300x250,DE,5,mobile,sports_enthusiast,deal_46,buyer_6,1.74,private_auction,0.97,1
imp_273,news.com,300x250,DE,5,mobile,sports_enthusiast,deal_35,buyer_9,0.95,preferred,0.59,0
imp_273,news.com,300x250,DE,5,mobile,sports_enthusiast,deal_96,buyer_10,0.93,private_auction,0.91,1
imp_274,news.com,300x250,IN,9,desktop,tech_savvy,deal_20,buyer_5,0.12,preferred,0.34,0
imp_274,news.com,300x250,IN,9,desktop,tech_savvy,deal_2,buyer_8,1.9,private_auction,0.3,0
imp_275,sportsdaily.com,160x600,CA,0,tablet,news_junkie,deal_53,buyer_9,0.93,preferred,0.16,0
imp_276,sportsdaily.com,728x90,CA,8,mobile,tech_savvy,deal_31,buyer_9,1.55,private_auction,0.28,0
imp_276,sportsdaily.com,728x90,CA,8,mobile,tech_savvy,deal_35,buyer_7,0.46,preferred,0.18,0
imp_276,sportsdaily.com,728x90,CA,8,mobile,tech_savvy,deal_82,buyer_8,1.27,private_auction,0.7,0
imp_277,sportsdaily.com,300x250,CA,1,tablet,sports_enthusiast,deal_14,buyer_5,0.61,private_auction,0.73,1
imp_278,news.com,300x250,IN,6,desktop,tech_savvy,deal_64,buyer_6,0.98,preferred,0.33,0
imp_278,news.com,300x250,IN,6,desktop,tech_savvy,deal_19,buyer_1,0.61,private_auction,0.07,0
imp_279,news.com,728x90,IN,0,mobile,fashion_lover,deal_99,buyer_8,0.57,preferred,0.2,0
imp_279,news.com,728x90,IN,0,mobile,fashion_lover,deal_13,buyer_9,1.37,preferred,0.47,0
imp_280,sportsdaily.com,728x90,CA,20,tablet,sports_enthusiast,deal_71,buyer_9,0.33,private_auction,0.64,1
imp_280,sportsdaily.com,728x90,CA,20,tablet,sports_enthusiast,deal_7,buyer_4,1.95,preferred,0.63,1
imp_280,sportsdaily.com,728x90,CA,20,tablet,sports_enthusiast,deal_22,buyer_5,1.21,private_auction,0.79,1
imp_281,news.com,160x600,IN,22,tablet,fashion_lover,deal_99,buyer_2,0.57,private_auction,0.09,0
imp_281,news.com,160x600,IN,22,tablet,fashion_lover,deal_98,buyer_1,0.21,preferred,0.7,0
imp_282,news.com,728x90,CA,10,tablet,news_junkie,deal_94,buyer_4,0.14,private_auction,0.36,1
imp_282,news.com,728x90,CA,10,tablet,news_junkie,deal_6,buyer_8,1.44,private_auction,0.54,0
imp_283,fashionhub.com,300x250,DE,11,desktop,tech_savvy,deal_77,buyer_9,0.4,preferred,0.45,0
imp_283,fashionhub.com,300x250,DE,11,desktop,tech_savvy,deal_70,buyer_6,0.96,private_auction,0.73,0
imp_284,fashionhub.com,728x90,DE,7,desktop,sports_enthusiast,deal_69,buyer_7,0.46,private_auction,0.77,1
imp_284,fashionhub.com,728x90,DE,7,desktop,sports_enthusiast,deal_37,buyer_6,0.88,private_auction,0.11,0
imp_284,fashionhub.com,728x90,DE,7,desktop,sports_enthusiast,deal_9,buyer_1,1.69,preferred,0.18,1
imp_285,news.com,728x90,CA,3,mobile,tech_savvy,deal_63,buyer_9,1.29,private_auction,0.05,0
imp_285,news.com,728x90,CA,3,mobile,tech_savvy,deal_92,buyer_2,0.12,preferred,0.66,0
imp_285,news.com,728x90,CA,3,mobile,tech_savvy,deal_11,buyer_8,1.62,preferred,0.36,0
imp_286,sportsdaily.com,728x90,US,19,desktop,sports_enthusiast,deal_10,buyer_5,0.25,preferred,0.96,1
imp_286,sportsdaily.com,728x90,US,19,desktop,sports_enthusiast,deal_93,buyer_4,1.11,preferred,0.19,0
imp_286,sportsdaily.com,728x90,US,19,desktop,sports_enthusiast,deal_73,buyer_3,1.16,private_auction,0.75,0
imp_287,fashionhub.com,728x90,IN,22,tablet,tech_savvy,deal_22,buyer_3,1.14,private_auction,0.66,0
imp_288,fashionhub.com,728x90,UK,10,tablet,news_junkie,deal_53,buyer_7,1.67,private_auction,0.61,0
imp_288,fashionhub.com,728x90,UK,10,tablet,news_junkie,deal_28,buyer_7,1.55,private_auction,0.36,0
imp_289,sportsdaily.com,300x250,US,9,tablet,sports_enthusiast,deal_18,buyer_5,0.11,preferred,0.21,0
imp_289,sportsdaily.com,300x250,US,9,tablet,sports_enthusiast,deal_99,buyer_5,1.85,preferred,0.09,0
imp_289,sportsdaily.com,300x250,US,9,tablet,sports_enthusiast,deal_20,buyer_3,0.6,preferred,0.23,0
imp_290,news.com,160x600,IN,18,mobile,sports_enthusiast,deal_42,buyer_8,0.43,preferred,0.6,1
imp_290,news.com,160x600,IN,18,mobile,sports_enthusiast,deal_94,buyer_10,0.82,preferred,0.92,1
imp_290,news.com,160x600,IN,18,mobile,sports_enthusiast,deal_56,buyer_7,1.87,preferred,0.87,1
imp_291,fashionhub.com,160x600,US,20,tablet,tech_savvy,deal_40,buyer_9,0.18,preferred,0.33,0
imp_292,news.com,300x250,IN,14,tablet,sports_enthusiast,deal_56,buyer_5,1.59,preferred,0.13,1
imp_293,fashionhub.com,160x600,US,17,desktop,news_junkie,deal_52,buyer_9,0.93,preferred,0.76,1
imp_294,news.com,728x90,IN,20,tablet,fashion_lover,deal_79,buyer_9,0.57,preferred,0.27,0
imp_294,news.com,728x90,IN,20,tablet,fashion_lover,deal_88,buyer_10,0.27,private_auction,0.42,0
imp_294,news.com,728x90,IN,20,tablet,fashion_lover,deal_42,buyer_6,1.23,preferred,0.77,1
imp_295,sportsdaily.com,160x600,IN,19,mobile,tech_savvy,deal_30,buyer_4,1.4,preferred,0.76,0
imp_296,news.com,160x600,US,7,tablet,fashion_lover,deal_2,buyer_6,1.42,preferred,0.31,0
imp_296,news.com,160x600,US,7,tablet,fashion_lover,deal_43,buyer_4,1.51,preferred,0.2,0
imp_297,sportsdaily.com,160x600,IN,19,tablet,fashion_lover,deal_90,buyer_1,0.82,preferred,0.26,1
imp_297,sportsdaily.com,160x600,IN,19,tablet,fashion_lover,deal_26,buyer_10,0.62,private_auction,0.65,1
imp_297,sportsdaily.com,160x600,IN,19,tablet,fashion_lover,deal_50,buyer_5,1.36,private_auction,0.86,1
imp_298,fashionhub.com,728x90,CA,12,tablet,sports_enthusiast,deal_63,buyer_10,1.11,preferred,0.2,0
imp_298,fashionhub.com,728x90,CA,12,tablet,sports_enthusiast,deal_72,buyer_1,0.18,private_auction,0.33,0
imp_299,news.com,300x250,UK,21,desktop,news_junkie,deal_39,buyer_4,1.99,private_auction,0.81,0
imp_299,news.com,300x250,UK,21,desktop,news_junkie,deal_50,buyer_1,1.89,private_auction,0.23,0
imp_299,news.com,300x250,UK,21,desktop,news_junkie,deal_51,buyer_3,0.27,private_auction,0.52,0
imp_300,fashionhub.com,160x600,CA,13,mobile,fashion_lover,deal_40,buyer_10,0.73,preferred,0.21,1
imp_300,fashionhub.com,160x600,CA,13,mobile,fashion_lover,deal_70,buyer_4,1.74,private_auction,0.69,0
imp_301,news.com,728x90,CA,20,tablet,fashion_lover,deal_9,buyer_9,1.11,preferred,0.18,0
imp_301,news.com,728x90,CA,20,tablet,fashion_lover,deal_19,buyer_1,1.55,private_auction,0.96,1
imp_302,fashionhub.com,160x600,UK,4,mobile,sports_enthusiast,deal_24,buyer_1,1.55,private_auction,0.61,0
imp_303,fashionhub.com,300x250,CA,21,mobile,news_junkie,deal_89,buyer_8,0.35,private_auction,0.71,1
imp_304,sportsdaily.com,728x90,IN,4,mobile,fashion_lover,deal_5,buyer_7,1.55,preferred,0.93,0
imp_305,news.com,160x600,CA,6,mobile,fashion_lover,deal_79,buyer_8,1.41,private_auction,0.89,1
imp_305,news.com,160x600,CA,6,mobile,fashion_lover,deal_100,buyer_1,1.26,private_auction,0.72,1
imp_306,fashionhub.com,160x600,DE,17,tablet,sports_enthusiast,deal_14,buyer_8,0.97,preferred,0.88,1
imp_306,fashionhub.com,160x600,DE,17,tablet,sports_enthusiast,deal_69,buyer_7,1.97,preferred,0.56,0
imp_306,fashionhub.com,160x600,DE,17,tablet,sports_enthusiast,deal_81,buyer_1,0.46,private_auction,0.4,0
imp_307,sportsdaily.com,728x90,CA,13,desktop,sports_enthusiast,deal_67,buyer_3,0.98,private_auction,0.09,0
imp_307,sportsdaily.com,728x90,CA,13,desktop,sports_enthusiast,deal_24,buyer_10,1.88,preferred,0.39,0
imp_307,sportsdaily.com,728x90,CA,13,desktop,sports_enthusiast,deal_4,buyer_3,0.96,preferred,0.88,1
imp_308,sportsdaily.com,160x600,CA,22,tablet,sports_enthusiast,deal_15,buyer_8,1.3,preferred,0.52,0
imp_309,fashionhub.com,160x600,CA,12,tablet,tech_savvy,deal_99,buyer_3,1.83,preferred,0.16,0
imp_310,fashionhub.com,300x250,IN,9,desktop,tech_savvy,deal_81,buyer_3,0.32,preferred,0.96,1
imp_310,fashionhub.com,300x250,IN,9,desktop,tech_savvy,deal_98,buyer_5,0.12,private_auction,0.86,1
imp_311,news.com,160x600,IN,7,mobile,tech_savvy,deal_53,buyer_8,0.25,preferred,0.24,0
imp_311,news.com,160x600,IN,7,mobile,tech_savvy,deal_80,buyer_9,1.66,preferred,0.05,0
imp_312,fashionhub.com,728x90,US,4,mobile,news_junkie,deal_12,buyer_1,0.31,preferred,0.16,0
imp_312,fashionhub.com,728x90,US,4,mobile,news_junkie,deal_85,buyer_10,1.19,preferred,0.97,0
imp_313,sportsdaily.com,300x250,US,9,desktop,news_junkie,deal_9,buyer_7,1.7,preferred,0.29,1
imp_313,sportsdaily.com,300x250,US,9,desktop,news_junkie,deal_89,buyer_5,0.73,private_auction,0.52,0
imp_314,fashionhub.com,300x250,US,18,tablet,sports_enthusiast,deal_93,buyer_10,1.87,private_auction,0.43,0
imp_314,fashionhub.com,300x250,US,18,tablet,sports_enthusiast,deal_34,buyer_9,1.19,private_auction,0.93,1
imp_315,sportsdaily.com,160x600,IN,15,mobile,fashion_lover,deal_38,buyer_4,0.1,preferred,0.46,0
imp_315,sportsdaily.com,160x600,IN,15,mobile,fashion_lover,deal_95,buyer_4,1.62,private_auction,0.41,0
imp_315,sportsdaily.com,160x600,IN,15,mobile,fashion_lover,deal_72,buyer_4,0.12,preferred,0.69,1
imp_316,news.com,728x90,UK,16,tablet,news_junkie,deal_15,buyer_6,0.75,preferred,0.83,1
imp_317,sportsdaily.com,160x600,IN,15,mobile,fashion_lover,deal_20,buyer_8,1.79,private_auction,0.46,0
imp_317,sportsdaily.com,160x600,IN,15,mobile,fashion_lover,deal_96,buyer_1,1.69,private_auction,0.56,0
imp_318,fashionhub.com,160x600,US,6,tablet,news_junkie,deal_9,buyer_3,0.63,preferred,0.34,0
imp_318,fashionhub.com,160x600,US,6,tablet,news_junkie,deal_69,buyer_3,1.18,private_auction,0.19,1
imp_319,sportsdaily.com,160x600,UK,22,mobile,news_junkie,deal_12,buyer_8,1.77,private_auction,0.45,0
imp_319,sportsdaily.com,160x600,UK,22,mobile,news_junkie,deal_28,buyer_9,0.67,preferred,0.37,1
imp_320,news.com,300x250,IN,16,mobile,tech_savvy,deal_20,buyer_4,0.75,private_auction,0.73,0
imp_320,news.com,300x250,IN,16,mobile,tech_savvy,deal_100,buyer_6,0.37,preferred,0.82,0
imp_320,news.com,300x250,IN,16,mobile,tech_savvy,deal_87,buyer_3,0.49,preferred,0.46,0
imp_321,fashionhub.com,300x250,US,9,mobile,sports_enthusiast,deal_60,buyer_1,0.3,private_auction,0.02,0
imp_321,fashionhub.com,300x250,US,9,mobile,sports_enthusiast,deal_82,buyer_4,0.71,preferred,0.29,0
imp_322,sportsdaily.com,160x600,US,8,mobile,fashion_lover,deal_15,buyer_1,1.92,preferred,0.21,0
imp_322,sportsdaily.com,160x600,US,8,mobile,fashion_lover,deal_41,buyer_5,0.37,private_auction,0.57,1
imp_323,sportsdaily.com,160x600,UK,17,desktop,sports_enthusiast,deal_4,buyer_8,1.82,preferred,0.11,1
imp_324,sportsdaily.com,728x90,CA,22,tablet,tech_savvy,deal_46,buyer_5,0.73,preferred,0.71,0
imp_324,sportsdaily.com,728x90,CA,22,tablet,tech_savvy,deal_69,buyer_2,1.95,private_auction,0.57,1
imp_324,sportsdaily.com,728x90,CA,22,tablet,tech_savvy,deal_90,buyer_8,0.28,private_auction,0.68,0
imp_325,sportsdaily.com,728x90,CA,7,mobile,news_junkie,deal_51,buyer_3,1.43,private_auction,0.79,0
imp_325,sportsdaily.com,728x90,CA,7,mobile,news_junkie,deal_59,buyer_8,0.16,private_auction,0.11,0
imp_326,news.com,728x90,UK,19,tablet,fashion_lover,deal_14,buyer_7,1.65,preferred,0.33,0
imp_326,news.com,728x90,UK,19,tablet,fashion_lover,deal_39,buyer_9,0.98,private_auction,0.24,0
imp_326,news.com,728x90,UK,19,tablet,fashion_lover,deal_21,buyer_8,0.83,private_auction,0.21,0
imp_327,sportsdaily.com,728x90,DE,10,tablet,fashion_lover,deal_85,buyer_2,1.5,private_auction,0.11,0
imp_328,sportsdaily.com,160x600,US,14,mobile,news_junkie,deal_9,buyer_10,0.31,private_auction,0.33,0
imp_328,sportsdaily.com,160x600,US,14,mobile,news_junkie,deal_8,buyer_2,0.51,preferred,0.89,0
imp_329,fashionhub.com,300x250,CA,21,mobile,tech_savvy,deal_38,buyer_7,1.27,private_auction,0.2,0
imp_329,fashionhub.com,300x250,CA,21,mobile,tech_savvy,deal_41,buyer_5,1.18,private_auction,0.92,0
imp_329,fashionhub.com,300x250,CA,21,mobile,tech_savvy,deal_92,buyer_6,1.98,preferred,0.61,0
imp_330,news.com,728x90,US,11,tablet,sports_enthusiast,deal_91,buyer_9,1.66,private_auction,0.11,0
imp_331,news.com,300x250,IN,22,tablet,tech_savvy,deal_41,buyer_7,0.87,private_auction,0.55,0
imp_331,news.com,300x250,IN,22,tablet,tech_savvy,deal_61,buyer_3,0.46,private_auction,0.84,1
imp_331,news.com,300x250,IN,22,tablet,tech_savvy,deal_54,buyer_3,0.65,preferred,0.13,1
imp_332,news.com,300x250,IN,21,desktop,fashion_lover,deal_18,buyer_7,1.73,private_auction,0.62,0
imp_333,sportsdaily.com,160x600,IN,12,desktop,fashion_lover,deal_55,buyer_10,0.11,private_auction,0.85,1
imp_334,fashionhub.com,728x90,IN,17,tablet,news_junkie,deal_5,buyer_10,1.02,private_auction,0.11,0
imp_335,fashionhub.com,300x250,CA,23,tablet,news_junkie,deal_67,buyer_2,1.09,preferred,0.25,0
imp_335,fashionhub.com,300x250,CA,23,tablet,news_junkie,deal_85,buyer_2,1.4,private_auction,0.61,0
imp_336,fashionhub.com,300x250,IN,14,tablet,tech_savvy,deal_94,buyer_6,0.9,private_auction,0.29,1
imp_336,fashionhub.com,300x250,IN,14,tablet,tech_savvy,deal_77,buyer_5,1.48,private_auction,0.06,0
imp_336,fashionhub.com,300x250,IN,14,tablet,tech_savvy,deal_22,buyer_10,0.2,private_auction,0.81,0
imp_337,sportsdaily.com,728x90,US,4,tablet,sports_enthusiast,deal_33,buyer_3,1.27,private_auction,0.86,1
imp_337,sportsdaily.com,728x90,US,4,tablet,sports_enthusiast,deal_15,buyer_10,0.43,preferred,0.66,1
imp_338,news.com,728x90,CA,15,mobile,sports_enthusiast,deal_11,buyer_3,1.23,preferred,0.84,0
imp_338,news.com,728x90,CA,15,mobile,sports_enthusiast,deal_53,buyer_7,0.55,private_auction,0.73,1
imp_339,fashionhub.com,160x600,UK,1,tablet,news_junkie,deal_7,buyer_3,0.98,private_auction,0.3,0
imp_340,fashionhub.com,300x250,IN,21,tablet,tech_savvy,deal_34,buyer_3,1.11,private_auction,0.01,0
imp_340,fashionhub.com,300x250,IN,21,tablet,tech_savvy,deal_58,buyer_7,1.39,preferred,0.1,0
imp_341,sportsdaily.com,728x90,DE,20,desktop,news_junkie,deal_35,buyer_2,0.59,private_auction,0.46,0
imp_341,sportsdaily.com,728x90,DE,20,desktop,news_junkie,deal_31,buyer_10,1.56,private_auction,0.68,0
imp_342,sportsdaily.com,160x600,US,21,mobile,sports_enthusiast,deal_53,buyer_2,1.1,private_auction,0.35,0
imp_343,sportsdaily.com,300x250,US,0,tablet,sports_enthusiast,deal_77,buyer_4,1.91,preferred,0.71,1
imp_344,fashionhub.com,300x250,IN,21,tablet,fashion_lover,deal_90,buyer_3,0.58,private_auction,0.66,1
imp_345,sportsdaily.com,728x90,IN,22,tablet,news_junkie,deal_21,buyer_2,0.63,preferred,0.38,0
imp_345,sportsdaily.com,728x90,IN,22,tablet,news_junkie,deal_8,buyer_5,1.92,private_auction,0.18,1
imp_346,news.com,160x600,IN,5,tablet,tech_savvy,deal_19,buyer_9,1.56,preferred,0.61,1
imp_347,sportsdaily.com,160x600,UK,3,mobile,sports_enthusiast,deal_74,buyer_5,1.58,preferred,0.9,1
imp_348,fashionhub.com,300x250,US,21,desktop,news_junkie,deal_90,buyer_6,1.82,preferred,0.52,0
imp_349,sportsdaily.com,728x90,IN,12,tablet,sports_enthusiast,deal_29,buyer_1,0.83,private_auction,0.12,0
imp_349,sportsdaily.com,728x90,IN,12,tablet,sports_enthusiast,deal_46,buyer_6,1.4,private_auction,0.06,0
imp_349,sportsdaily.com,728x90,IN,12,tablet,sports_enthusiast,deal_83,buyer_2,0.79,private_auction,0.08,0
imp_350,sportsdaily.com,160x600,CA,5,tablet,sports_enthusiast,deal_85,buyer_4,0.67,private_auction,0.9,0
imp_350,sportsdaily.com,160x600,CA,5,tablet,sports_enthusiast,deal_46,buyer_8,0.26,private_auction,0.74,1
imp_351,news.com,300x250,DE,7,desktop,tech_savvy,deal_70,buyer_5,1.05,private_auction,0.97,1
imp_352,sportsdaily.com,300x250,UK,23,mobile,tech_savvy,deal_28,buyer_9,0.97,preferred,0.74,1
imp_353,news.com,300x250,CA,15,tablet,sports_enthusiast,deal_80,buyer_1,0.56,preferred,0.01,0
imp_353,news.com,300x250,CA,15,tablet,sports_enthusiast,deal_40,buyer_2,0.97,preferred,0.84,1
imp_354,news.com,300x250,IN,19,tablet,fashion_lover,deal_26,buyer_7,0.74,private_auction,0.32,0
imp_355,fashionhub.com,160x600,CA,10,mobile,sports_enthusiast,deal_23,buyer_6,0.22,private_auction,0.14,0
imp_355,fashionhub.com,160x600,CA,10,mobile,sports_enthusiast,deal_90,buyer_6,1.15,private_auction,0.24,0
imp_355,fashionhub.com,160x600,CA,10,mobile,sports_enthusiast,deal_18,buyer_2,1.6,private_auction,0.78,1
imp_356,sportsdaily.com,300x250,US,0,mobile,sports_enthusiast,deal_84,buyer_10,1.79,private_auction,0.69,0
imp_356,sportsdaily.com,300x250,US,0,mobile,sports_enthusiast,deal_61,buyer_3,0.49,private_auction,0.52,0
imp_356,sportsdaily.com,300x250,US,0,mobile,sports_enthusiast,deal_23,buyer_10,1.41,preferred,0.72,0
imp_357,news.com,160x600,UK,11,desktop,sports_enthusiast,deal_31,buyer_4,0.32,preferred,0.62,0
imp_357,news.com,160x600,UK,11,desktop,sports_enthusiast,deal_70,buyer_9,0.52,preferred,0.28,1
imp_357,news.com,160x600,UK,11,desktop,sports_enthusiast,deal_20,buyer_8,1.05,preferred,0.67,1
imp_358,fashionhub.com,728x90,UK,6,desktop,news_junkie,deal_79,buyer_8,0.18,preferred,0.92,1
imp_358,fashionhub.com,728x90,UK,6,desktop,news_junkie,deal_4,buyer_8,1.08,preferred,0.9,0
imp_359,fashionhub.com,160x600,UK,13,mobile,news_junkie,deal_100,buyer_2,0.72,preferred,0.24,0
imp_360,news.com,728x90,CA,2,desktop,tech_savvy,deal_56,buyer_3,0.51,private_auction,0.18,0
imp_361,sportsdaily.com,160x600,CA,20,desktop,news_junkie,deal_43,buyer_3,0.16,preferred,0.28,1
imp_362,sportsdaily.com,728x90,IN,5,desktop,fashion_lover,deal_78,buyer_3,1.6,preferred,0.58,0
imp_362,sportsdaily.com,728x90,IN,5,desktop,fashion_lover,deal_30,buyer_2,0.88,private_auction,0.86,1
imp_363,sportsdaily.com,728x90,UK,0,tablet,tech_savvy,deal_32,buyer_4,0.72,preferred,0.89,1
imp_363,sportsdaily.com,728x90,UK,0,tablet,tech_savvy,deal_20,buyer_10,1.81,private_auction,0.98,1
imp_363,sportsdaily.com,728x90,UK,0,tablet,tech_savvy,deal_61,buyer_9,0.16,private_auction,0.48,0
imp_364,news.com,728x90,IN,7,mobile,sports_enthusiast,deal_94,buyer_7,1.9,preferred,0.36,1
imp_364,news.com,728x90,IN,7,mobile,sports_enthusiast,deal_12,buyer_1,1.01,private_auction,0.16,0
imp_364,news.com,728x90,IN,7,mobile,sports_enthusiast,deal_74,buyer_10,0.15,private_auction,0.46,1
imp_365,fashionhub.com,728x90,CA,11,tablet,tech_savvy,deal_82,buyer_1,1.73,preferred,0.38,0
imp_365,fashionhub.com,728x90,CA,11,tablet,tech_savvy,deal_68,buyer_1,0.66,private_auction,0.7,0
imp_365,fashionhub.com,728x90,CA,11,tablet,tech_savvy,deal_74,buyer_4,1.6,preferred,0.62,1
imp_366,news.com,160x600,UK,1,mobile,tech_savvy,deal_60,buyer_10,0.18,private_auction,0.18,0
imp_366,news.com,160x600,UK,1,mobile,tech_savvy,deal_9,buyer_9,1.45,preferred,0.14,0
imp_367,fashionhub.com,300x250,IN,23,tablet,fashion_lover,deal_98,buyer_4,0.71,private_auction,0.5,0
imp_367,fashionhub.com,300x250,IN,23,tablet,fashion_lover,deal_7,buyer_2,0.81,private_auction,0.49,0
imp_367,fashionhub.com,300x250,IN,23,tablet,fashion_lover,deal_16,buyer_8,1.45,private_auction,0.45,0
imp_368,fashionhub.com,160x600,US,6,desktop,sports_enthusiast,deal_51,buyer_3,0.65,preferred,0.11,0
imp_369,fashionhub.com,300x250,IN,4,mobile,sports_enthusiast,deal_54,buyer_9,1.87,private_auction,0.35,0
imp_369,fashionhub.com,300x250,IN,4,mobile,sports_enthusiast,deal_83,buyer_1,0.65,preferred,0.02,0
imp_370,fashionhub.com,160x600,UK,13,tablet,news_junkie,deal_83,buyer_6,1.02,private_auction,0.46,0
imp_370,fashionhub.com,160x600,UK,13,tablet,news_junkie,deal_40,buyer_3,1.6,preferred,0.48,0
imp_370,fashionhub.com,160x600,UK,13,tablet,news_junkie,deal_99,buyer_1,0.38,private_auction,0.46,1
imp_371,news.com,160x600,DE,9,mobile,fashion_lover,deal_89,buyer_3,0.41,preferred,0.04,0
imp_371,news.com,160x600,DE,9,mobile,fashion_lover,deal_17,buyer_8,0.59,preferred,0.21,0
imp_371,news.com,160x600,DE,9,mobile,fashion_lover,deal_86,buyer_6,1.96,preferred,0.37,0
imp_372,news.com,160x600,UK,3,mobile,tech_savvy,deal_99,buyer_3,1.9,private_auction,0.16,0
imp_372,news.com,160x600,UK,3,mobile,tech_savvy,deal_70,buyer_9,0.73,private_auction,0.47,1
imp_373,fashionhub.com,160x600,CA,18,tablet,tech_savvy,deal_89,buyer_2,1.49,preferred,0.14,0
imp_373,fashionhub.com,160x600,CA,18,tablet,tech_savvy,deal_40,buyer_1,0.86,preferred,0.45,1
imp_374,news.com,160x600,CA,18,tablet,fashion_lover,deal_26,buyer_1,0.26,private_auction,0.68,0
imp_374,news.com,160x600,CA,18,tablet,fashion_lover,deal_66,buyer_7,0.47,private_auction,0.6,0
imp_375,news.com,160x600,UK,12,mobile,tech_savvy,deal_50,buyer_6,0.12,private_auction,0.35,0
imp_375,news.com,160x600,UK,12,mobile,tech_savvy,deal_72,buyer_2,0.51,private_auction,0.74,1
imp_376,sportsdaily.com,728x90,CA,23,desktop,tech_savvy,deal_76,buyer_10,0.26,preferred,0.3,0
